"","year","country_name","country_name_short","vot_cd","vot_ci","vot_ei","vot_ed","lab_left","lab_right","start_date","left_cabin","gdp_per","pol_pol","pol_viol","pub_serv_rural","urb_pop","avr_educ","age_stand_death","total_death","total_death_rate","per_foreign_pop","var_lab_right","var_lab_left","prev_left_cab","var_gdp","var_death","var_tot_death"
"330",2009,"Japan","JPN",10.205,0,5.65,26.73,7.829875,0,2009-09-16,"0",10.42,1,0.75,4,NA,13.104,0.66,930,0.73,1.7,-1.575,1.668475,"0",-0.0400000000000009,-0.09,-99
"331",2012,"Japan","JPN",9.6,0,4.73,27.6,6.82622222222222,6.711,2012-12-26,"0",10.48,1.5,0.75,4,NA,13.15,0.6,859,0.68,1.6,6.711,-1.00365277777778,"0",0.0600000000000005,-0.0600000000000001,-71
"332",2014,"Japan","JPN",12.4225,0,6.915,17.88,10.7455,6.343,2014-12-24,"0",10.51,1.5,0.75,4,NA,13.15,0.57,825,0.66,1.6,-0.368,3.91927777777778,"0",0.0299999999999994,-0.03,-34
"333",1993,"Latvia","LVA",14.06,5.92,8.88,9.35,0,0.772333333333333,1993-08-07,"0",9.04,1.833,0.5,3.571,NA,10.048,16.14,433,16.89,NA,NA,NA,NA,NA,NA,NA
"334",1998,"Latvia","LVA",12.0375,2.38,13.465,8.19,1.8065,0.8405,1998-11-26,"0",9.25,1.333,0.167,3.571,NA,10.171,13.34,344,14.28,NA,0.0681666666666667,1.8065,"0",0.210000000000001,-2.8,-89
"335",2002,"Latvia","LVA",12.86,1.4,11.5,5.4,1.516,1.98,2002-11-07,"0",9.47,0.833,0.167,3.571,NA,10.38,10.81,276,11.93,NA,1.1395,-0.2905,"0",0.220000000000001,-2.53,-68
"336",2006,"Latvia","LVA",10.6633333333333,8.25,4.765,6.94,2.38375,2.731,2006-11-07,"0",9.86,0.667,0.167,3.571,NA,10.698,9.89,249,11.22,20.8,0.751,0.86775,"0",0.389999999999999,-0.92,-27
"337",2010,"Latvia","LVA",19.9433333333333,26.61,1.47,7.84,3.226,2.84925,2010-11-03,"0",9.75,0.667,0.167,3.714,NA,11.015,7.5,181,8.66,17.3,0.11825,0.84225,"0",-0.109999999999999,-2.39,-68
"338",2011,"Latvia","LVA",13.5725,28.36,0,13.88,2.46,0,2011-10-25,"0",9.82,0.667,0.167,3.714,NA,11.015,7.03,168,8.16,16.6,-2.84925,-0.766,"0",0.0700000000000003,-0.47,-13
"339",2014,"Latvia","LVA",12.7944444444444,13.2566666666667,3.16666666666667,15.43,0,1.4578,2014-11-05,"0",9.94,0.833,0.167,3.714,NA,11.015,6.42,151,7.56,15.3,1.4578,-2.46,"0",0.119999999999999,-0.61,-17
"340",2018,"Latvia","LVA",9.334,11.275,3.22,12.705,2.44866666666667,2.84575,2018-10-06,"0",10.1,0.333,0.167,3.714,NA,11.015,NA,NA,NA,14.1,1.38795,2.44866666666667,"0",0.16,NA,NA
"341",1992,"Lithuania","LTU",11.7633333333333,13.6725,0,2.77,0,1.69688888888889,1992-12-02,"1",9.23,1.714,0.857,3.125,NA,9.63,9.56,365,9.89,NA,NA,NA,NA,NA,NA,NA
"342",1996,"Lithuania","LTU",8.45166666666667,6.522,1.73,2.79,4.28666666666667,1.71166666666667,1996-12-10,"0",9.08,1.286,0.429,3.125,NA,9.911,10.77,407,11.32,NA,0.0147777777777778,4.28666666666667,"1",-0.15,1.21,42
"343",2000,"Lithuania","LTU",6.06833333333333,13.8825,4.08,1.15,2.561,0.728333333333333,2000-10-26,"0",9.29,0.857,0.143,3.125,1326,10.192,9.24,345,9.87,NA,-0.983333333333333,-1.72566666666667,"0",0.209999999999999,-1.53,-62
"344",2004,"Lithuania","LTU",7.459,13.56,0,1.18,2.52833333333333,0.909333333333333,2004-12-14,"1",9.62,0.714,0.143,3.25,NA,10.748,9.27,345,10.2,NA,0.181,-0.0326666666666666,"0",0.33,0.0299999999999994,0
"345",2008,"Lithuania","LTU",9.945,6.574,3.24,1.75,1.79333333333333,1.46025,2008-11-27,"0",9.95,0.714,0.143,3.25,NA,11.305,9.1,329,10.25,1,0.550916666666667,-0.735,"1",0.33,-0.17,-16
"346",2012,"Lithuania","LTU",5.99666666666667,11.975,1.21,0,3.566,2.401,2012-12-13,"1",9.97,0.714,0.143,3.222,NA,11.584,6.85,234,7.82,0.8,0.94075,1.77266666666667,"0",0.0200000000000014,-2.25,-95
"347",2016,"Lithuania","LTU",9.965,12.0225,2.03,6.32,2.7228,1.53,2016-11-22,"1",10.12,0.857,0.143,3.222,NA,11.584,6.22,207,7.14,0.6,-0.871,-0.8432,"1",0.149999999999999,-0.63,-27
"348",1945,"Luxembourg","LUX",19.9382006236333,25.97,13.49,0,9.60633333333333,3.419,1945-11-14,"0",NA,1.75,1.5,3.667,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"349",1948,"Luxembourg","LUX",20.84,41.46,16.86,0,8.36325,0,1948-07-14,"0",NA,1,0.5,3.833,40.2,NA,NA,NA,NA,NA,-3.419,-1.24308333333333,"0",NA,NA,NA
"350",1951,"Luxembourg","LUX",30.56,35.48,3.4,0,3.066,0,1951-07-03,"0",9.42,1,0.5,3.833,41.78,NA,NA,NA,NA,NA,0,-5.29725,"0",NA,NA,NA
"351",1954,"Luxembourg","LUX",18.6566666666667,35.12,8.91,0,12.9213333333333,2.885,1954-06-28,"0",9.49,1,0.5,3.833,44.12,NA,NA,NA,NA,NA,2.885,9.85533333333333,"0",0.0700000000000003,NA,NA
"352",1959,"Luxembourg","LUX",27.68,34.92,9.07,0,8.45566666666667,5.149,1959-03-02,"0",9.64,1,0.5,3.833,48.02,NA,NA,NA,NA,NA,2.264,-4.46566666666667,"0",0.15,NA,NA
"353",1964,"Luxembourg","LUX",21.925,37.68,12.47,0,4.63875,0,1964-07-15,"0",9.79,1,0.5,3.833,51.92,NA,NA,NA,NA,NA,-5.149,-3.81691666666667,"0",0.149999999999999,NA,NA
"354",1968,"Luxembourg","LUX",25.93,32.25,15.5,0,3.6985,0,1969-02-06,"0",9.84,1,0.5,3.833,55.04,NA,NA,NA,NA,NA,0,-0.94025,"0",0.0500000000000007,NA,NA
"355",1974,"Luxembourg","LUX",25.04,18.1,10.47,0,6.044,0,1974-06-15,"0",10.11,1,0.5,4,59.72,NA,NA,NA,NA,NA,0,2.3455,"0",0.27,NA,NA
"356",1979,"Luxembourg","LUX",30.0075,12.208,3.2075,0,1.09125,0,1979-07-16,"0",10.12,1,0.5,4,63.62,NA,NA,NA,NA,NA,0,-4.95275,"0",0.00999999999999979,NA,NA
"357",1984,"Luxembourg","LUX",27.6375,17.13,5.1,0,5.3415,3.484,1984-07-20,"0",10.21,1,0.5,4,67.52,NA,NA,NA,NA,NA,3.484,4.25025,"0",0.0900000000000016,NA,NA
"358",1989,"Luxembourg","LUX",25.68,26.305,4.76333333333333,4.28333333333333,3.9838,1.9,1989-07-14,"0",10.5,1,0.5,4,71.42,NA,NA,NA,NA,NA,-1.584,-1.3577,"0",0.289999999999999,NA,NA
"359",1994,"Luxembourg","LUX",24.5975,25.745,6.1625,5.065,1.2515,0.576,1994-07-13,"0",10.62,1,0.5,4,75.32,NA,1.86,8,1.98,NA,-1.324,-2.7323,"0",0.119999999999999,NA,NA
"360",1999,"Luxembourg","LUX",25.86,23.66,4.875,9.675,0.862333333333333,0.671,1999-08-07,"0",10.76,1,0.5,4,79.22,NA,1.55,7,1.66,NA,0.095,-0.389166666666667,"0",0.140000000000001,-0.31,-1
"361",2004,"Luxembourg","LUX",25.6875,23.76,5.43,8.535,3.3814,0,2004-07-31,"0",10.87,1,0.5,4,NA,NA,1.32,6,1.42,39.3,-0.671,2.51906666666667,"0",0.109999999999999,-0.23,-1
"362",2009,"Luxembourg","LUX",25.7475,20.525,6.37333333333333,7.755,3.97233333333333,0,2009-07-23,"0",10.87,1,0.5,4,NA,NA,1.05,6,1.14,43.4,0,0.590933333333333,"0",0,-0.27,0
"363",2013,"Luxembourg","LUX",17.81,20.28,5.57,6.64,4.094,1.001,2013-12-04,"0",10.89,1,0.5,4,NA,NA,0.96,6,1.06,43.8,1.001,0.121666666666667,"0",0.0200000000000014,-0.0900000000000001,0
"364",1996,"Malta","MLT",47.8,26.08,0,0,1.186,0,1996-10-28,"1",9.74,3,0.8,4,151.8,NA,1.52,6,1.54,NA,NA,NA,NA,NA,NA,NA
"365",1998,"Malta","MLT",51.81,24.09,0,0,3.2545,0,1998-09-06,"0",9.82,3,0.8,4,153.4,NA,1.52,6,1.55,NA,0,2.0685,"1",0.0800000000000001,0,0
"366",1946,"Netherlands","NLD",14.49,28.31,10.56,2.14,3.6,0.8,1946-07-03,"0",8.87,1.667,0.5,2.5,3853.808,6.964,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"367",1948,"Netherlands","NLD",12.53,25.6,7.74,2.37,1.208,0,1948-08-07,"1",9.08,1.667,0.5,2.5,3920.104,7.032,NA,NA,NA,NA,-0.8,-2.392,"0",0.210000000000001,NA,NA
"368",1952,"Netherlands","NLD",12.088,28.97,6.16,1.545,0.7,0.675,1952-09-02,"1",9.18,1.667,0.333,3.25,4089.464,7.28,NA,NA,NA,NA,0.675,-0.508,"1",0.0999999999999996,NA,NA
"369",1956,"Netherlands","NLD",14.7,32.69,4.75,1.455,0,1,1956-10-12,"1",9.39,1.667,0.333,3.25,4295.592,7.64,NA,NA,NA,NA,0.325,-0.7,"1",0.210000000000001,NA,NA
"370",1959,"Netherlands","NLD",15.3275,30.36,2.125,1.415,3.25,2,1959-05-19,"0",9.42,1.667,0.333,3.25,4450.188,7.91,NA,NA,NA,NA,1,3.25,"1",0.0299999999999994,NA,NA
"371",1963,"Netherlands","NLD",12.32,28.01,2.9,1.52,2.2,0.45,1963-07-24,"0",9.55,1.667,0.333,3.25,4656.316,8.306,NA,NA,NA,NA,-1.55,-1.05,"0",0.130000000000001,NA,NA
"372",1967,"Netherlands","NLD",12.008,14.015,3.24,1.435,0.7,1.43333333333333,1967-04-05,"0",9.71,1,0.333,3.25,4862.444,8.714,NA,NA,NA,NA,0.983333333333333,-1.5,"0",0.16,NA,NA
"373",1971,"Netherlands","NLD",8.28333333333333,12.2366666666667,2.39333333333333,1.98,1.4125,0,1971-06-07,"0",9.89,1.333,0.667,3.5,5068.572,9.119,NA,NA,NA,NA,-1.43333333333333,0.7125,"0",0.18,NA,NA
"374",1972,"Netherlands","NLD",8.03833333333333,11.87,3.59,1.99,0.585714285714286,0,1973-05-11,"1",9.91,1.333,0.667,3.5,5120.104,9.218,NA,NA,NA,NA,0,-0.826785714285714,"0",0.0199999999999996,NA,NA
"375",1977,"Netherlands","NLD",16.8933333333333,13.33,1.45333333333333,1.24,0.88,0.7,1977-05-25,"1",10.03,1.333,1,3.5,5377.764,9.713,NA,NA,NA,NA,0.7,0.294285714285714,"1",0.119999999999999,NA,NA
"376",1981,"Netherlands","NLD",24.065,13.3033333333333,2.04666666666667,1.34666666666667,0.9,1.174,1981-09-11,"0",10.05,1,0.75,3.5,5583.892,10.075,NA,NA,NA,NA,0.474,0.02,"1",0.0200000000000014,NA,NA
"377",1982,"Netherlands","NLD",26.235,17.33,1.57,1.265,2.73916666666667,2.44025,1982-11-04,"0",10.03,1,0.75,3.5,5635.424,10.14,NA,NA,NA,NA,1.26625,1.83916666666667,"0",-0.0200000000000014,NA,NA
"378",1986,"Netherlands","NLD",26,19.7,1.03,1.20333333333333,1.971,2.268,1986-07-14,"0",10.12,1,1,3.5,5841.552,10.4,NA,NA,NA,NA,-0.17225,-0.768166666666667,"0",0.0899999999999999,NA,NA
"379",1989,"Netherlands","NLD",20.802,19.105,3.82666666666667,1.152,1.975,1.7058,1989-11-07,"0",10.19,1.25,0.75,3.5,5996.148,10.595,NA,NA,NA,NA,-0.5622,0.00400000000000023,"0",0.0700000000000003,NA,NA
"380",1994,"Netherlands","NLD",19.736,18.5,2.444,1.45,4.456,2.86175,1994-08-22,"1",10.3,1.25,1,3.75,6253.808,10.908,1.34,219,1.42,NA,1.15595,2.481,"0",0.110000000000001,NA,NA
"381",1998,"Netherlands","NLD",21.53,18.985,5.4,1.42,4.0014,1.36825,1998-08-03,"1",10.45,1.25,0.75,3.75,6459.936,11.156,1.37,227,1.45,NA,-1.4935,-0.454599999999999,"1",0.149999999999999,0.03,8
"382",2002,"Netherlands","NLD",15.3033333333333,10.105,6.425,6.77666666666667,3.42025,1.5215,2002-07-22,"0",10.56,1.5,1.5,4,NA,11.33,1.34,226,1.4,4.3,0.15325,-0.58115,"1",0.110000000000001,-0.03,-1
"383",2003,"Netherlands","NLD",16.2166666666667,15.665,5.73,3.63,2.65833333333333,1.853,2003-05-27,"0",10.57,1.5,0.75,4,NA,11.355,1.29,219,1.35,4.3,0.3315,-0.761916666666667,"0",0.00999999999999979,-0.05,-7
"384",2006,"Netherlands","NLD",15.05,11.575,10.59,3.725,2.75533333333333,1.549,2007-02-22,"0",10.65,1.75,0.75,4,NA,11.43,1.08,184,1.13,4.2,-0.304,0.097,"0",0.0800000000000001,-0.21,-35
"385",2010,"Netherlands","NLD",12.4466666666667,13.29,8.245,8.595,1.134,0.753888888888889,2010-10-14,"0",10.69,1.75,0.75,4,NA,11.53,0.95,165,0.99,4.4,-0.795111111111111,-1.62133333333333,"0",0.0399999999999991,-0.13,-19
"386",2012,"Netherlands","NLD",10.025,16.435,5.99,6.085,2.99133333333333,2.348,2012-11-05,"0",10.69,1.75,0.75,4,NA,11.53,0.91,159,0.95,4.7,1.59411111111111,1.85733333333333,"0",0,-0.0399999999999999,-6
"387",2017,"Netherlands","NLD",7.35,8.95,9.1,7.6,0.566857142857143,0.510166666666667,2017-03-15,"0",10.75,1.75,1,4,NA,11.53,NA,NA,NA,5.7,-1.83783333333333,-2.42447619047619,"0",0.0600000000000005,NA,NA
"388",1946,"New Zealand","NZL",48.43,51.28,0.08,0,0.571,0,1946-12-20,"1",9.34,0.75,0.5,3.75,507.04,8.614,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"389",1949,"New Zealand","NZL",51.88,47.16,0.25,0,3.756,0,1949-12-08,"0",9.39,0.75,0.5,3.75,528.76,8.701,NA,NA,NA,NA,0,3.185,"1",0.0500000000000007,NA,NA
"390",1951,"New Zealand","NZL",53.94,45.87,0.06,0,1.575,2.885,1951-09-01,"0",9.41,1,0.5,3.75,563.4,8.752,NA,NA,NA,NA,2.885,-2.181,"0",0.0199999999999996,NA,NA
"391",1954,"New Zealand","NZL",27.705,44.13,0,0,0.64,0,1954-11-26,"0",9.54,0.75,0.5,3.75,645.6,8.818,NA,NA,NA,NA,-2.885,-0.935,"0",0.129999999999999,NA,NA
"392",1957,"New Zealand","NZL",25.715,48.31,0,0,1.46566666666667,0,1957-12-11,"1",9.58,0.75,0.5,3.75,727.8,8.884,NA,NA,NA,NA,0,0.825666666666667,"0",0.0400000000000009,NA,NA
"393",1960,"New Zealand","NZL",28.105,43.42,0,0,0,2.001,1960-12-12,"0",9.62,0.75,0.5,3.75,810,8.95,NA,NA,NA,NA,2.001,-1.46566666666667,"1",0.0399999999999991,NA,NA
"394",1963,"New Zealand","NZL",27.505,43.74,0,0,1.98433333333333,0,1963-12-20,"0",9.69,0.75,0.5,3.75,892.2,9.142,NA,NA,NA,NA,-2.001,1.98433333333333,"0",0.0700000000000003,NA,NA
"395",1966,"New Zealand","NZL",29.06,41.44,0,0,2.396,0,1966-11-26,"0",9.8,0.75,0.5,3.75,974.4,9.334,NA,NA,NA,NA,0,0.411666666666666,"0",0.110000000000001,NA,NA
"396",1969,"New Zealand","NZL",27.145,44.18,0,0,2.00366666666667,0,1969-12-22,"0",9.82,0.75,0.5,3.75,1056.6,9.526,NA,NA,NA,NA,0,-0.392333333333333,"0",0.0199999999999996,NA,NA
"397",1972,"New Zealand","NZL",24.075,48.37,1.96,0,0.807333333333333,0,1972-12-08,"1",9.85,0.75,0.5,3.75,1138.8,9.76,NA,NA,NA,NA,0,-1.19633333333333,"0",0.0299999999999994,NA,NA
"398",1975,"New Zealand","NZL",27.435,39.7,5.19,0,1.366,1.592,1975-12-12,"0",9.9,1,0.5,3.75,1221,10.015,NA,NA,NA,NA,1.592,0.558666666666667,"1",0.0500000000000007,NA,NA
"399",1978,"New Zealand","NZL",27.945,40.41,2.41,0,2.35266666666667,0,1978-12-12,"0",9.86,1,0.5,3.75,1303.2,10.27,NA,NA,NA,NA,-1.592,0.986666666666666,"0",-0.0400000000000009,NA,NA
"400",1981,"New Zealand","NZL",29.715,39.01,0,0,1.623,1.286,1981-12-11,"0",9.93,1.25,0.5,3.75,1385.4,10.498,NA,NA,NA,NA,1.286,-0.729666666666666,"0",0.0700000000000003,NA,NA
"401",1984,"New Zealand","NZL",18.59,42.98,0,0,3.14,1.481,1984-07-26,"1",9.99,0.75,0.5,3.75,1467.6,10.672,NA,NA,NA,NA,0.195,1.517,"0",0.0600000000000005,NA,NA
"402",1987,"New Zealand","NZL",24.88,47.96,0,0,2.238,0.228,1987-08-19,"1",10.01,0.75,0.5,3.75,1549.8,10.846,NA,NA,NA,NA,-1.253,-0.902,"1",0.0199999999999996,NA,NA
"403",1990,"New Zealand","NZL",24.745,35.14,6.005,0,3.82866666666667,0,1990-11-02,"0",9.99,0.75,0.5,3.5,1632,11.02,2.09,72,2.13,NA,-0.228,1.59066666666667,"1",-0.0199999999999996,NA,NA
"404",1993,"New Zealand","NZL",15.1566666666667,34.68,18.21,0,3.249,0,1993-11-28,"0",9.99,0.75,0.5,3.5,1714.2,11.35,1.87,68,1.91,NA,0,-0.579666666666667,"0",0,-0.22,-4
"405",1996,"New Zealand","NZL",13.1,28.19,10.1,6.1,4.184,2.793,1996-12-16,"0",10.1,0.75,0.5,3.5,1796.4,11.68,1.8,68,1.82,NA,2.793,0.935,"0",0.109999999999999,-0.0700000000000001,0
"406",1999,"New Zealand","NZL",7.76,38.74,6.45,7.04,1.317,1.441,1999-12-09,"1",10.16,0.75,0.5,3.5,1878.6,12.01,1.64,63,1.64,NA,-1.352,-2.867,"0",0.0600000000000005,-0.16,-5
"407",2002,"New Zealand","NZL",9.8375,21.48,4.135,7.14,2.70025,0.469666666666667,2002-08-15,"1",10.24,0.6,0.5,3.5,NA,12.162,1.62,64,1.61,NA,-0.971333333333333,1.38325,"1",0.0800000000000001,-0.0199999999999998,1
"408",2005,"New Zealand","NZL",15.83,21.13,5.3,1.51,3.51966666666667,1.494,2005-10-17,"1",10.32,0.6,0.8,3.2,NA,12.225,1.54,63,1.53,NA,1.02433333333333,0.819416666666667,"1",0.0800000000000001,-0.0800000000000001,-1
"409",2008,"New Zealand","NZL",16.6233333333333,17.45,6.72,3.65,2.079,1.5626,2008-11-19,"0",10.36,0.667,0.8,3.2,NA,12.288,1.47,62,1.46,NA,0.0686,-1.44066666666667,"1",0.0399999999999991,-0.0700000000000001,-1
"410",2011,"New Zealand","NZL",14.2875,27.48,11.06,1.07,6.6272,3.38866666666667,2011-12-14,"0",10.38,0.667,0.8,3.2,NA,12.33,1.53,66,1.51,NA,1.82606666666667,4.5482,"0",0.0200000000000014,0.0600000000000001,4
"411",2014,"New Zealand","NZL",14.9725,25.13,10.7,0.69,3.97166666666667,0.444,2014-10-08,"0",10.41,0.667,0.8,3.2,NA,12.33,1.26,56,1.24,NA,-2.94466666666667,-2.65553333333333,"0",0.0299999999999994,-0.27,-10
"412",2017,"New Zealand","NZL",18,36.9,6.3,0.5,3.9016,2.449,2017-10-26,"1",10.46,1,0.8,3.2,NA,12.33,NA,NA,NA,NA,2.005,-0.0700666666666669,"0",0.0500000000000007,NA,NA
"413",1945,"Norway","NOR",12.9,24.5,11.9,0,2.66666666666667,0.733333333333333,1945-11-05,"1",8.76,3.6,2.4,3.25,783.9,7.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"414",1949,"Norway","NOR",10.715,25.275,5.84,0,4.56666666666667,0.2,1949-10-10,"1",9.03,2.2,1,3.333,825.58,7.49,NA,NA,NA,NA,-0.533333333333333,1.9,"1",0.27,NA,NA
"415",1953,"Norway","NOR",9.86,27.74,5.08,0,2.86666666666667,0,1953-10-12,"1",9.16,1.2,1,3.5,864.08,7.934,NA,NA,NA,NA,-0.2,-1.7,"1",0.130000000000001,NA,NA
"416",1957,"Norway","NOR",12.2,28.95,3.4,0,4.03333333333333,0.5,1957-10-07,"1",9.28,1.2,1,3.5,901.52,8.446,NA,NA,NA,NA,0.5,1.16666666666667,"1",0.119999999999999,NA,NA
"417",1961,"Norway","NOR",12.2666666666667,26.8,2.65,0,2.2,0.05,1961-09-11,"1",9.4,1,1,3.667,938.96,8.951,NA,NA,NA,NA,-0.45,-1.83333333333333,"1",0.120000000000001,NA,NA
"418",1965,"Norway","NOR",12.8666666666667,26.45,3.7,0,1.51666666666667,0,1965-10-12,"1",9.54,1.2,1,3.667,976.4,9.435,NA,NA,NA,NA,-0.05,-0.683333333333334,"1",0.139999999999999,NA,NA
"419",1969,"Norway","NOR",12.3,27.75,2.2,0,2.5,0,1969-09-07,"1",9.67,1.4,1,3.833,1013.84,9.919,NA,NA,NA,NA,0,0.983333333333333,"1",0.130000000000001,NA,NA
"420",1973,"Norway","NOR",9.135,23.16,5.83,5.01,1.55714285714286,0,1973-10-16,"1",9.8,1.2,1,3.833,1051.28,10.418,NA,NA,NA,NA,0,-0.942857142857143,"1",0.130000000000001,NA,NA
"421",1977,"Norway","NOR",10.45,25.45,4.2,1.9,2.21666666666667,0.3,1977-09-11,"1",9.97,1.2,1.4,3.833,1088.72,10.922,NA,NA,NA,NA,0.3,0.65952380952381,"1",0.17,NA,NA
"422",1981,"Norway","NOR",14.8333333333333,22.25,2.8,4.5,1.68,0.5,1981-10-14,"0",10.09,1.2,1.4,3.833,1126.16,11.38,NA,NA,NA,NA,0.2,-0.536666666666667,"1",0.119999999999999,NA,NA
"423",1985,"Norway","NOR",13.9333333333333,23.7,5.5,3.7,1,0.1,1985-09-08,"0",10.23,1.2,1,3.833,1163.6,11.7,NA,NA,NA,NA,-0.4,-0.68,"0",0.140000000000001,NA,NA
"424",1989,"Norway","NOR",11.3,20.4,10.1,13,1.05,0,1989-10-16,"0",10.27,1.2,1,3.833,1201.04,12.02,NA,NA,NA,NA,-0.1,0.05,"0",0.0399999999999991,NA,NA
"425",1993,"Norway","NOR",9.5,26.8,4.5,6.3,0.5585,0,1993-09-13,"1",10.46,1.2,1,3.833,1238.48,12.193,1.16,52,1.21,NA,0,-0.4915,"0",0.190000000000001,NA,NA
"426",1997,"Norway","NOR",8.225,21.45,3.85,15.3,3.1594,2.3245,1997-10-17,"0",10.75,0.8,1,3.833,1275.92,12.317,1.09,50,1.13,NA,2.3245,2.6009,"1",0.289999999999999,-0.0699999999999998,-2
"427",2001,"Norway","NOR",9.825,14.95,6.85,14.7,1.6758,0.5155,2001-10-19,"0",10.94,0.8,0.8,3.833,NA,12.429,1.06,49,1.09,4,-1.809,-1.4836,"0",0.19,-0.03,-1
"428",2005,"Norway","NOR",8.93333333333333,19.6,5,22.1,2.9136,1.6005,2005-10-17,"1",11.13,0.8,0.8,3.833,NA,12.505,0.92,43,0.94,4.6,1.085,1.2378,"0",0.190000000000001,-0.14,-6
"429",2009,"Norway","NOR",8.86666666666667,20.8,3.8,22.9,4.04166666666667,2.486,2009-10-20,"1",11.25,0.8,0.8,3.833,NA,12.581,0.86,43,0.89,6.3,0.8855,1.12806666666667,"1",0.119999999999999,-0.0600000000000001,0
"430",2013,"Norway","NOR",12.2,18.15,2.66666666666667,16.3,2.8355,0,2013-10-16,"0",11.31,1.2,1.2,3.833,NA,12.6,0.8,43,0.84,8.8,-2.486,-1.20616666666667,"1",0.0600000000000005,-0.0599999999999999,0
"431",2017,"Norway","NOR",11.2,18.85,3.86666666666667,15.2,3.165125,1.151,2017-09-11,"0",11.34,1.4,1.2,3.833,NA,12.6,NA,NA,NA,10.5,1.151,0.329625,"0",0.0299999999999994,NA,NA
"432",1991,"Poland","POL",6.43875,5.35,4.53333333333333,1.4,4.2948,0.6474375,1991-12-23,"0",8.94,2.167,0.5,3.125,10894.32,7.687,3.26,1274,3.34,NA,NA,NA,NA,NA,NA,NA
"433",1993,"Poland","POL",5.61285714285714,6.37,13.85,2.95,1.4234,2.5475,1993-10-26,"1",9.02,2,0.5,3.25,11189.36,7.936,3.13,1234,3.23,NA,1.9000625,-2.8714,"0",0.0800000000000001,-0.13,-40
"434",1997,"Poland","POL",13.53,7.31,15.935,2.033,0,0.2768,1997-10-31,"0",9.29,2,0.5,3.25,11779.44,8.435,3.01,1218,3.19,NA,-2.2707,-1.4234,"1",0.27,-0.12,-16
"435",2001,"Poland","POL",7.725,9.6,41.04,7.9,0,0,2001-10-19,"1",9.47,2.667,0.5,3.25,NA,8.897,2.55,1078,2.8,NA,-0.2768,0,"0",0.180000000000001,-0.46,-140
"436",2005,"Poland","POL",13.65,7.43,11.3,4.785,0.8236,0,2005-10-31,"0",9.65,2.714,0.571,3.375,NA,9.252,2.26,985,2.56,NA,0,0.8236,"1",0.18,-0.29,-93
"437",2007,"Poland","POL",36.81,5.22,13.15,1.3,0.22,0.14375,2007-11-16,"0",9.8,2.714,0.571,3.375,NA,9.43,2.18,958,2.49,0.1,0.14375,-0.6036,"0",0.15,-0.0799999999999996,-27
"438",2011,"Poland","POL",20.32,8.36,8.24,1.06,0.350666666666667,1.128,2011-11-18,"0",9.99,2.857,0.571,3.375,NA,9.696,1.89,846,2.2,0.2,0.98425,0.130666666666667,"0",0.19,-0.29,-112
